Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
B-25738,2018-08-02,2018-08-04,BlueDart Express,IND-CUST-1131,Ayush,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10386,Clothing,Saree,Saree - Grade Standard,1080.0,3,0.05,-72.0
B-25738,2018-08-02,2018-08-04,Same Day Delivery,IND-CUST-1131,Ayush,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10387,Clothing,Saree,Saree - Grade Premium,16035.0,6,0.3,0.0
B-25738,2018-08-02,2018-08-03,Standard Express,IND-CUST-1131,Ayush,Corporate,India,Chandigarh,Punjab,400001,North,IND-PRD-10388,Electronics,Phones,Phones - Grade A,2220.0,2,0.0,-1092.0
B-25739,2018-08-03,2018-08-05,Standard Express,IND-CUST-1132,Daksh,Small Business,India,Chandigarh,Haryana,400001,North,IND-PRD-10389,Furniture,Chairs,Chairs - Grade Premium,1995.0,2,0.1,-672.0
B-25740,2018-08-03,2018-08-04,Standard Express,IND-CUST-1133,Rane,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10390,Clothing,Stole,Stole - Grade A,600.0,3,0.0,-444.0
B-25740,2018-08-03,2018-08-08,BlueDart Express,IND-CUST-1133,Rane,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10391,Clothing,Skirt,Skirt - Grade Standard,105.0,2,0.0,0.0
B-25740,2018-08-03,2018-08-08,BlueDart Express,IND-CUST-1133,Rane,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10392,Clothing,Saree,Saree - Grade Premium,870.0,2,0.05,-96.0
B-25741,2018-08-03,2018-08-04,BlueDart Express,IND-CUST-1134,Navdeep,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10393,Electronics,Electronic Games,Electronic Games - Grade Standard,7230.0,7,0.1,-72.0
B-25742,2018-08-03,2018-08-08,Standard Express,IND-CUST-1135,Ashwin,Corporate,India,Goa,Goa,400001,West,IND-PRD-10394,Clothing,Skirt,Skirt - Grade A,165.0,2,0.0,-96.0
B-25743,2018-08-07,2018-08-12,Standard Express,IND-CUST-1136,Aman,Small Business,India,Kohima,Nagaland,400001,Central,IND-PRD-10395,Clothing,Saree,Saree - Grade Premium,2145.0,5,0.05,-1488.0
B-25743,2018-08-07,2018-08-12,BlueDart Express,IND-CUST-1136,Aman,Consumer,India,Kohima,Nagaland,400001,Central,IND-PRD-10396,Clothing,Saree,Saree - Grade Standard,135.0,1,0.0,-60.0
B-25743,2018-08-07,2018-08-10,BlueDart Express,IND-CUST-1136,Aman,Corporate,India,Kohima,Nagaland,400001,Central,IND-PRD-10397,Clothing,Trousers,Trousers - Grade A,7545.0,2,0.05,-672.0
B-25743,2018-08-07,2018-08-11,India Post Parcel,IND-CUST-1136,Aman,Corporate,India,Kohima,Nagaland,400001,Central,IND-PRD-10398,Clothing,Stole,Stole - Grade Standard,1110.0,3,0.25,-612.0
B-25743,2018-08-07,2018-08-09,Standard Express,IND-CUST-1136,Aman,Corporate,India,Kohima,Nagaland,400001,Central,IND-PRD-10399,Clothing,Hankerchief,Hankerchief - Grade B,840.0,4,0.25,0.0
B-25744,2018-08-08,2018-08-11,BlueDart Express,IND-CUST-1137,Devendra,Consumer,India,Hyderabad,Andhra Pradesh,500001,South,IND-PRD-10400,Electronics,Printers,Printers - Grade A,5595.0,6,0.05,-3048.0
B-25745,2018-08-09,2018-08-14,Standard Express,IND-CUST-1138,Kartik,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10401,Clothing,Stole,Stole - Grade A,660.0,3,0.1,-96.0
B-25745,2018-08-09,2018-08-10,Standard Express,IND-CUST-1138,Kartik,Corporate,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10402,Clothing,Saree,Saree - Grade A,4440.0,11,0.2,-2700.0
B-25745,2018-08-09,2018-08-14,BlueDart Express,IND-CUST-1138,Kartik,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10403,Furniture,Bookcases,Bookcases - Grade Premium,10050.0,5,0.0,180.0
B-25745,2018-08-09,2018-08-13,BlueDart Express,IND-CUST-1138,Kartik,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10404,Furniture,Furnishings,Furnishings - Grade Premium,1980.0,5,0.15,-948.0
B-25746,2018-08-10,2018-08-15,India Post Parcel,IND-CUST-1139,Shivam,Small Business,India,Pune,Maharashtra,411001,West,IND-PRD-10405,Clothing,Saree,Saree - Grade Premium,1305.0,2,0.25,192.0
B-25747,2018-08-11,2018-08-12,Standard Express,IND-CUST-1140,Harsh,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10406,Furniture,Bookcases,Bookcases - Grade B,13155.0,2,0.0,4740.0
B-25748,2018-08-12,2018-08-16,Standard Express,IND-CUST-1141,Nitant,Corporate,India,Jaipur,Rajasthan,302001,North,IND-PRD-10407,Clothing,Shirt,Shirt - Grade B,2115.0,4,0.0,120.0
B-25748,2018-08-12,2018-08-17,BlueDart Express,IND-CUST-1141,Nitant,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10408,Electronics,Phones,Phones - Grade A,3360.0,3,0.25,696.0
B-25748,2018-08-12,2018-08-16,BlueDart Express,IND-CUST-1141,Nitant,Corporate,India,Jaipur,Rajasthan,302001,North,IND-PRD-10409,Clothing,Leggings,Leggings - Grade B,120.0,2,0.1,-12.0
B-25748,2018-08-12,2018-08-14,Standard Express,IND-CUST-1141,Nitant,Small Business,India,Jaipur,Rajasthan,302001,North,IND-PRD-10410,Electronics,Electronic Games,Electronic Games - Grade Standard,705.0,2,0.0,-252.0
B-25749,2018-08-13,2018-08-15,Standard Express,IND-CUST-1131,Ayush,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10411,Furniture,Bookcases,Bookcases - Grade A,15780.0,3,0.0,-984.0
B-25750,2018-08-14,2018-08-19,Standard Express,IND-CUST-1142,Priyanshu,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10412,Furniture,Chairs,Chairs - Grade A,3180.0,2,0.05,-288.0
B-25750,2018-08-14,2018-08-18,Same Day Delivery,IND-CUST-1142,Priyanshu,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10413,Clothing,Skirt,Skirt - Grade Standard,630.0,12,0.1,-180.0
B-25750,2018-08-14,2018-08-15,Standard Express,IND-CUST-1142,Priyanshu,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10414,Clothing,Saree,Saree - Grade A,3120.0,2,0.15,-300.0
B-25750,2018-08-14,2018-08-19,Standard Express,IND-CUST-1142,Priyanshu,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10415,Clothing,Stole,Stole - Grade B,330.0,3,0.3,-144.0
B-25750,2018-08-14,2018-08-16,Standard Express,IND-CUST-1142,Priyanshu,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10416,Furniture,Furnishings,Furnishings - Grade Premium,8085.0,7,0.0,-1752.0
B-25750,2018-08-14,2018-08-16,Standard Express,IND-CUST-1142,Priyanshu,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10417,Furniture,Furnishings,Furnishings - Grade Standard,1170.0,2,0.1,-72.0
B-25750,2018-08-14,2018-08-19,Standard Express,IND-CUST-1142,Priyanshu,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10418,Clothing,Saree,Saree - Grade B,300.0,2,0.1,-216.0
B-25750,2018-08-14,2018-08-18,BlueDart Express,IND-CUST-1142,Priyanshu,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10419,Clothing,Shirt,Shirt - Grade Standard,285.0,1,0.05,-12.0
B-25750,2018-08-14,2018-08-16,Standard Express,IND-CUST-1142,Priyanshu,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10420,Furniture,Bookcases,Bookcases - Grade Standard,1095.0,1,0.0,-372.0
B-25751,2018-08-14,2018-08-18,Same Day Delivery,IND-CUST-1143,Nishant,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10421,Clothing,Kurti,Kurti - Grade A,150.0,1,0.25,-96.0
B-25751,2018-08-14,2018-08-16,Standard Express,IND-CUST-1143,Nishant,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10422,Clothing,Leggings,Leggings - Grade A,210.0,2,0.2,-36.0
B-25751,2018-08-14,2018-08-16,BlueDart Express,IND-CUST-1143,Nishant,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10423,Electronics,Phones,Phones - Grade B,1020.0,2,0.05,-672.0
B-25751,2018-08-14,2018-08-17,Same Day Delivery,IND-CUST-1143,Nishant,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10424,Electronics,Phones,Phones - Grade Standard,1590.0,2,0.1,0.0
B-25751,2018-08-14,2018-08-16,BlueDart Express,IND-CUST-1143,Nishant,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10425,Clothing,Saree,Saree - Grade A,645.0,2,0.0,-60.0
B-25751,2018-08-14,2018-08-15,BlueDart Express,IND-CUST-1143,Nishant,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10426,Clothing,Shirt,Shirt - Grade A,645.0,3,0.1,252.0
B-25751,2018-08-14,2018-08-19,Standard Express,IND-CUST-1143,Nishant,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10427,Electronics,Electronic Games,Electronic Games - Grade Standard,8010.0,2,0.1,60.0
B-25751,2018-08-14,2018-08-19,Standard Express,IND-CUST-1143,Nishant,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10428,Clothing,Hankerchief,Hankerchief - Grade B,480.0,3,0.1,84.0
B-25751,2018-08-14,2018-08-18,BlueDart Express,IND-CUST-1143,Nishant,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10429,Clothing,Hankerchief,Hankerchief - Grade B,975.0,6,0.3,-48.0
B-25751,2018-08-14,2018-08-16,India Post Parcel,IND-CUST-1143,Nishant,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10430,Electronics,Electronic Games,Electronic Games - Grade Standard,3315.0,2,0.1,-180.0
B-25752,2018-08-14,2018-08-15,BlueDart Express,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10431,Furniture,Bookcases,Bookcases - Grade B,20415.0,9,0.05,2364.0
B-25752,2018-08-14,2018-08-18,BlueDart Express,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10432,Electronics,Electronic Games,Electronic Games - Grade A,11415.0,9,0.15,3192.0
B-25752,2018-08-14,2018-08-17,BlueDart Express,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10433,Clothing,Stole,Stole - Grade Standard,1140.0,5,0.0,324.0
B-25752,2018-08-14,2018-08-18,BlueDart Express,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10434,Clothing,T-shirt,T-shirt - Grade A,1365.0,6,0.05,180.0
B-25752,2018-08-14,2018-08-18,Standard Express,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10435,Clothing,Hankerchief,Hankerchief - Grade Premium,120.0,2,0.05,-24.0
B-25752,2018-08-14,2018-08-16,BlueDart Express,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10436,Electronics,Printers,Printers - Grade Premium,11025.0,6,0.05,-2820.0
B-25752,2018-08-14,2018-08-17,India Post Parcel,IND-CUST-1144,Vaibhav,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10437,Furniture,Chairs,Chairs - Grade B,495.0,1,0.15,-324.0
B-25753,2018-08-17,2018-08-21,Standard Express,IND-CUST-1139,Shivam,Corporate,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10438,Clothing,Kurti,Kurti - Grade Premium,930.0,5,0.05,-672.0
B-25753,2018-08-17,2018-08-18,BlueDart Express,IND-CUST-1139,Shivam,Corporate,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10439,Clothing,Hankerchief,Hankerchief - Grade A,405.0,2,0.15,-240.0
B-25753,2018-08-17,2018-08-18,Standard Express,IND-CUST-1139,Shivam,Corporate,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10440,Electronics,Accessories,Accessories - Grade Premium,975.0,3,0.1,-624.0
B-25753,2018-08-17,2018-08-22,BlueDart Express,IND-CUST-1139,Shivam,Consumer,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10441,Furniture,Furnishings,Furnishings - Grade A,705.0,5,0.05,-1368.0
B-25753,2018-08-17,2018-08-20,Standard Express,IND-CUST-1139,Shivam,Small Business,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10442,Clothing,Trousers,Trousers - Grade B,5115.0,6,0.15,-1020.0
B-25753,2018-08-17,2018-08-20,BlueDart Express,IND-CUST-1139,Shivam,Corporate,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10443,Clothing,T-shirt,T-shirt - Grade B,1605.0,5,0.0,372.0
B-25753,2018-08-17,2018-08-22,Same Day Delivery,IND-CUST-1139,Shivam,Corporate,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10444,Clothing,T-shirt,T-shirt - Grade A,2310.0,7,0.0,264.0
B-25753,2018-08-17,2018-08-21,Standard Express,IND-CUST-1139,Shivam,Corporate,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10445,Electronics,Accessories,Accessories - Grade Premium,9300.0,6,0.1,984.0
B-25753,2018-08-17,2018-08-20,BlueDart Express,IND-CUST-1139,Shivam,Small Business,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10446,Clothing,Stole,Stole - Grade B,1155.0,8,0.0,-516.0
B-25754,2018-08-18,2018-08-19,Same Day Delivery,IND-CUST-1145,Akshay,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10447,Clothing,Kurti,Kurti - Grade Standard,1080.0,7,0.0,-552.0
B-25754,2018-08-18,2018-08-19,India Post Parcel,IND-CUST-1145,Akshay,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10448,Clothing,Leggings,Leggings - Grade B,615.0,5,0.1,-168.0
B-25754,2018-08-18,2018-08-20,Standard Express,IND-CUST-1145,Akshay,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10449,Clothing,Saree,Saree - Grade Premium,450.0,2,0.1,-276.0
B-25754,2018-08-18,2018-08-21,Standard Express,IND-CUST-1145,Akshay,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10450,Clothing,Stole,Stole - Grade Standard,1395.0,4,0.05,-780.0
B-25754,2018-08-18,2018-08-22,Standard Express,IND-CUST-1145,Akshay,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10451,Clothing,Skirt,Skirt - Grade Premium,285.0,3,0.25,0.0
B-25754,2018-08-18,2018-08-23,India Post Parcel,IND-CUST-1145,Akshay,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10452,Clothing,Skirt,Skirt - Grade A,135.0,3,0.1,-12.0
B-25754,2018-08-18,2018-08-23,India Post Parcel,IND-CUST-1145,Akshay,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10453,Clothing,Saree,Saree - Grade Standard,4785.0,5,0.2,-3744.0
B-25754,2018-08-18,2018-08-22,BlueDart Express,IND-CUST-1145,Akshay,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10454,Electronics,Printers,Printers - Grade Premium,3930.0,2,0.0,-2580.0
B-25755,2018-08-19,2018-08-21,Same Day Delivery,IND-CUST-1146,Shourya,Small Business,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10455,Clothing,Saree,Saree - Grade Standard,555.0,3,0.1,-636.0
B-25755,2018-08-19,2018-08-24,BlueDart Express,IND-CUST-1146,Shourya,Corporate,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10456,Furniture,Bookcases,Bookcases - Grade Premium,3855.0,2,0.2,-36.0
B-25755,2018-08-19,2018-08-22,BlueDart Express,IND-CUST-1146,Shourya,Consumer,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10457,Clothing,Stole,Stole - Grade Standard,1200.0,5,0.1,-228.0
B-25755,2018-08-19,2018-08-21,Standard Express,IND-CUST-1146,Shourya,Consumer,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10458,Clothing,Saree,Saree - Grade Premium,4815.0,5,0.15,-3780.0
B-25755,2018-08-19,2018-08-22,Same Day Delivery,IND-CUST-1146,Shourya,Consumer,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10459,Clothing,Stole,Stole - Grade A,705.0,2,0.05,-36.0
B-25755,2018-08-19,2018-08-20,Standard Express,IND-CUST-1146,Shourya,Small Business,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10460,Furniture,Bookcases,Bookcases - Grade Standard,8895.0,4,0.0,2556.0
B-25755,2018-08-19,2018-08-21,Same Day Delivery,IND-CUST-1146,Shourya,Corporate,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10461,Furniture,Chairs,Chairs - Grade Standard,2010.0,2,0.05,-408.0
B-25755,2018-08-19,2018-08-24,Same Day Delivery,IND-CUST-1146,Shourya,Corporate,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10462,Clothing,Trousers,Trousers - Grade Standard,25635.0,3,0.05,6768.0
B-25755,2018-08-19,2018-08-21,BlueDart Express,IND-CUST-1146,Shourya,Consumer,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10463,Clothing,Saree,Saree - Grade Standard,405.0,2,0.2,48.0
B-25756,2018-08-20,2018-08-22,Standard Express,IND-CUST-1147,Mohan,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10464,Electronics,Phones,Phones - Grade A,6975.0,4,0.0,-396.0
B-25756,2018-08-20,2018-08-22,Standard Express,IND-CUST-1147,Mohan,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10465,Electronics,Printers,Printers - Grade Standard,9645.0,2,0.25,-540.0
B-25756,2018-08-20,2018-08-22,Standard Express,IND-CUST-1147,Mohan,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10466,Furniture,Bookcases,Bookcases - Grade B,3060.0,3,0.25,-3312.0
B-25756,2018-08-20,2018-08-23,Standard Express,IND-CUST-1147,Mohan,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10467,Furniture,Bookcases,Bookcases - Grade A,10935.0,5,0.0,-5904.0
B-25756,2018-08-20,2018-08-21,Standard Express,IND-CUST-1147,Mohan,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10468,Clothing,Leggings,Leggings - Grade B,435.0,4,0.05,-288.0
B-25757,2018-08-21,2018-08-25,India Post Parcel,IND-CUST-1148,Mohit,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10469,Clothing,Skirt,Skirt - Grade Standard,255.0,4,0.2,-156.0
B-25757,2018-08-21,2018-08-23,BlueDart Express,IND-CUST-1148,Mohit,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10470,Clothing,T-shirt,T-shirt - Grade Premium,510.0,5,0.25,-132.0
B-25757,2018-08-21,2018-08-26,Standard Express,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10471,Furniture,Furnishings,Furnishings - Grade B,1470.0,2,0.05,108.0
B-25757,2018-08-21,2018-08-23,Standard Express,IND-CUST-1148,Mohit,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10472,Clothing,Trousers,Trousers - Grade Standard,47265.0,7,0.05,-420.0
B-25757,2018-08-21,2018-08-26,Standard Express,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10473,Clothing,Stole,Stole - Grade B,795.0,2,0.1,180.0
B-25757,2018-08-21,2018-08-24,BlueDart Express,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10474,Clothing,Stole,Stole - Grade Standard,2475.0,3,0.1,360.0
B-25757,2018-08-21,2018-08-26,BlueDart Express,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10475,Clothing,Stole,Stole - Grade Standard,3165.0,8,0.0,228.0
B-25757,2018-08-21,2018-08-25,India Post Parcel,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10476,Clothing,Hankerchief,Hankerchief - Grade Standard,1590.0,7,0.15,180.0
B-25757,2018-08-21,2018-08-22,BlueDart Express,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10477,Clothing,Hankerchief,Hankerchief - Grade Premium,210.0,1,0.0,60.0
B-25757,2018-08-21,2018-08-26,India Post Parcel,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10478,Clothing,Hankerchief,Hankerchief - Grade B,255.0,3,0.0,84.0
B-25757,2018-08-21,2018-08-26,Same Day Delivery,IND-CUST-1148,Mohit,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10479,Clothing,Skirt,Skirt - Grade A,690.0,5,0.05,168.0
B-25758,2018-08-22,2018-08-23,Standard Express,IND-CUST-1130,Shubham,Small Business,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10480,Clothing,Stole,Stole - Grade A,120.0,1,0.05,-24.0
B-25759,2018-08-23,2018-08-27,India Post Parcel,IND-CUST-1149,Soumya,Consumer,India,Gangtok,Sikkim,400001,Central,IND-PRD-10481,Clothing,Hankerchief,Hankerchief - Grade A,300.0,6,0.05,-108.0
B-25760,2018-08-24,2018-08-26,Standard Express,IND-CUST-1027,Pooja,Corporate,India,Goa,Goa,400001,West,IND-PRD-10482,Electronics,Printers,Printers - Grade A,4830.0,5,0.05,-2316.0
B-25761,2018-08-25,2018-08-30,Same Day Delivery,IND-CUST-1112,Surabhi,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10483,Furniture,Bookcases,Bookcases - Grade Standard,32820.0,5,0.05,12600.0
B-25761,2018-08-25,2018-08-26,Standard Express,IND-CUST-1112,Surabhi,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10484,Electronics,Electronic Games,Electronic Games - Grade B,4920.0,3,0.0,-180.0
B-25761,2018-08-25,2018-08-28,Same Day Delivery,IND-CUST-1112,Surabhi,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10485,Electronics,Phones,Phones - Grade B,6270.0,7,0.05,840.0
B-25761,2018-08-25,2018-08-26,Same Day Delivery,IND-CUST-1112,Surabhi,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10486,Clothing,Saree,Saree - Grade Premium,600.0,3,0.25,0.0
B-25761,2018-08-25,2018-08-28,Same Day Delivery,IND-CUST-1112,Surabhi,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10487,Clothing,Saree,Saree - Grade B,1530.0,1,0.05,-1080.0
B-25761,2018-08-25,2018-08-29,Same Day Delivery,IND-CUST-1112,Surabhi,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10488,Electronics,Electronic Games,Electronic Games - Grade B,3945.0,9,0.05,-372.0
B-25762,2018-08-26,2018-08-28,Standard Express,IND-CUST-1150,Anudeep,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10489,Electronics,Electronic Games,Electronic Games - Grade B,19740.0,7,0.1,-6324.0
B-25762,2018-08-26,2018-08-27,Standard Express,IND-CUST-1150,Anudeep,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10490,Clothing,Skirt,Skirt - Grade Premium,405.0,3,0.3,48.0
B-25762,2018-08-26,2018-08-31,Standard Express,IND-CUST-1150,Anudeep,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10491,Clothing,Saree,Saree - Grade A,1470.0,2,0.0,-60.0
B-25763,2018-08-27,2018-08-31,Standard Express,IND-CUST-1151,Noshiba,Corporate,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10492,Furniture,Chairs,Chairs - Grade B,870.0,3,0.1,-624.0
B-25764,2018-08-28,2018-08-29,BlueDart Express,IND-CUST-1152,Sanjova,Corporate,India,Pune,Maharashtra,411001,West,IND-PRD-10493,Clothing,T-shirt,T-shirt - Grade Premium,1785.0,5,0.15,516.0
B-25764,2018-08-28,2018-09-02,Standard Express,IND-CUST-1152,Sanjova,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10494,Electronics,Phones,Phones - Grade Premium,11475.0,2,0.1,-1836.0
B-25764,2018-08-28,2018-08-29,India Post Parcel,IND-CUST-1152,Sanjova,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10495,Clothing,Kurti,Kurti - Grade Standard,390.0,2,0.0,0.0
B-25764,2018-08-28,2018-08-31,BlueDart Express,IND-CUST-1152,Sanjova,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10496,Clothing,Saree,Saree - Grade Premium,360.0,2,0.1,-288.0
B-25765,2018-08-29,2018-08-30,Same Day Delivery,IND-CUST-1153,Meghana,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10497,Clothing,Stole,Stole - Grade A,2085.0,3,0.0,168.0
B-25766,2018-08-30,2018-08-31,Standard Express,IND-CUST-1112,Surabhi,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10498,Clothing,Saree,Saree - Grade B,3300.0,2,0.1,-228.0
B-25767,2018-08-31,2018-09-01,Same Day Delivery,IND-CUST-1154,Ashmeet,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10499,Electronics,Electronic Games,Electronic Games - Grade Premium,4485.0,3,0.15,-336.0
B-25767,2018-08-31,2018-09-04,India Post Parcel,IND-CUST-1154,Ashmeet,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10500,Clothing,Kurti,Kurti - Grade A,135.0,2,0.0,-108.0
B-25767,2018-08-31,2018-09-01,BlueDart Express,IND-CUST-1154,Ashmeet,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10501,Electronics,Accessories,Accessories - Grade Premium,1110.0,2,0.15,-708.0
B-25767,2018-08-31,2018-09-05,BlueDart Express,IND-CUST-1154,Ashmeet,Corporate,India,Kolkata,West Bengal,700001,East,IND-PRD-10502,Clothing,Saree,Saree - Grade Premium,435.0,3,0.0,-36.0
B-25767,2018-08-31,2018-09-03,Same Day Delivery,IND-CUST-1154,Ashmeet,Corporate,India,Kolkata,West Bengal,700001,East,IND-PRD-10503,Clothing,Saree,Saree - Grade Premium,720.0,2,0.15,-264.0
B-25768,2018-09-01,2018-09-04,Standard Express,IND-CUST-1155,Shreyoshe,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10504,Clothing,Trousers,Trousers - Grade Premium,23730.0,6,0.05,-5316.0
B-25769,2018-09-02,2018-09-03,BlueDart Express,IND-CUST-1156,Surbhi,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10505,Clothing,Saree,Saree - Grade Premium,5325.0,2,0.0,-48.0
B-25770,2018-09-02,2018-09-06,Standard Express,IND-CUST-1107,Sakshi,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10506,Furniture,Bookcases,Bookcases - Grade A,5625.0,3,0.0,2160.0
