Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Days,Year,Month,Month Name,Quarter,Day of Week,Year-Month,Year-Quarter,Profit Margin %,Unit Price,Cost,Cost per Unit,Profitability Category,Discount Level
B-25654,2018-05-10,2018-05-11,BlueDart Express,IND-CUST-1053,Sabah,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10151,Furniture,Furnishings,Furnishings - Grade A,1830.0,3,0.0,-252.0,1,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-13.77049180327869,610.0,2082.0,694.0,Loss-Making (<0%),No Discount (0%)
B-25654,2018-05-10,2018-05-11,Standard Express,IND-CUST-1053,Sabah,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10152,Clothing,Stole,Stole - Grade Premium,1575.0,2,0.1,552.0,1,2018,5,May,Q2,Thursday,2018-05,2018-Q2,35.04761904761905,787.5,1023.0,511.5,High Margin (>20%),Moderate Discount (1-20%)
B-25654,2018-05-10,2018-05-11,Standard Express,IND-CUST-1053,Sabah,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10153,Electronics,Printers,Printers - Grade B,6750.0,3,0.0,-1080.0,1,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-16.0,2250.0,7830.0,2610.0,Loss-Making (<0%),No Discount (0%)
B-25654,2018-05-10,2018-05-13,Standard Express,IND-CUST-1053,Sabah,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10154,Furniture,Furnishings,Furnishings - Grade B,1815.0,3,0.0,-204.0,3,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-11.239669421487603,605.0,2019.0,673.0,Loss-Making (<0%),No Discount (0%)
B-25655,2018-05-11,2018-05-12,BlueDart Express,IND-CUST-1054,Nida,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10155,Clothing,Hankerchief,Hankerchief - Grade Premium,660.0,3,0.0,-312.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,-47.27272727272727,220.0,972.0,324.0,Loss-Making (<0%),No Discount (0%)
B-25655,2018-05-11,2018-05-15,Same Day Delivery,IND-CUST-1054,Nida,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10156,Clothing,Hankerchief,Hankerchief - Grade Premium,105.0,3,0.15,-48.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,-45.714285714285715,35.0,153.0,51.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25655,2018-05-11,2018-05-16,BlueDart Express,IND-CUST-1054,Nida,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10157,Clothing,Saree,Saree - Grade A,5940.0,9,0.0,-372.0,5,2018,5,May,Q2,Friday,2018-05,2018-Q2,-6.262626262626263,660.0,6312.0,701.3333333333334,Loss-Making (<0%),No Discount (0%)
B-25655,2018-05-11,2018-05-12,BlueDart Express,IND-CUST-1054,Nida,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10158,Clothing,Trousers,Trousers - Grade Standard,1455.0,2,0.0,-744.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,-51.1340206185567,727.5,2199.0,1099.5,Loss-Making (<0%),No Discount (0%)
B-25655,2018-05-11,2018-05-14,Standard Express,IND-CUST-1054,Nida,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10159,Clothing,Saree,Saree - Grade B,1650.0,4,0.05,-816.0,3,2018,5,May,Q2,Friday,2018-05,2018-Q2,-49.45454545454545,412.5,2466.0,616.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25655,2018-05-11,2018-05-14,Standard Express,IND-CUST-1054,Nida,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10160,Furniture,Chairs,Chairs - Grade Standard,4680.0,7,0.15,-3744.0,3,2018,5,May,Q2,Friday,2018-05,2018-Q2,-80.0,668.5714285714286,8424.0,1203.4285714285713,Loss-Making (<0%),Moderate Discount (1-20%)
B-25655,2018-05-11,2018-05-12,Standard Express,IND-CUST-1054,Nida,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10161,Clothing,Skirt,Skirt - Grade B,135.0,2,0.0,-72.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,-53.333333333333336,67.5,207.0,103.5,Loss-Making (<0%),No Discount (0%)
B-25655,2018-05-11,2018-05-16,India Post Parcel,IND-CUST-1054,Nida,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10162,Clothing,Hankerchief,Hankerchief - Grade B,90.0,1,0.05,-36.0,5,2018,5,May,Q2,Friday,2018-05,2018-Q2,-40.0,90.0,126.0,126.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25655,2018-05-11,2018-05-12,Standard Express,IND-CUST-1054,Nida,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10163,Clothing,Skirt,Skirt - Grade Standard,1110.0,8,0.0,276.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,24.864864864864867,138.75,834.0,104.25,High Margin (>20%),No Discount (0%)
B-25656,2018-05-11,2018-05-14,Same Day Delivery,IND-CUST-1055,Priyanka,Corporate,India,Pune,Maharashtra,411001,West,IND-PRD-10164,Clothing,Saree,Saree - Grade Premium,8010.0,3,0.05,0.0,3,2018,5,May,Q2,Friday,2018-05,2018-Q2,0.0,2670.0,8010.0,2670.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-13,BlueDart Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10165,Clothing,Stole,Stole - Grade A,450.0,5,0.1,-60.0,2,2018,5,May,Q2,Friday,2018-05,2018-Q2,-13.333333333333334,90.0,510.0,102.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-15,Standard Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10166,Clothing,Saree,Saree - Grade B,915.0,2,0.1,-276.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,-30.16393442622951,457.5,1191.0,595.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-14,BlueDart Express,IND-CUST-1055,Priyanka,Small Business,India,Pune,Maharashtra,411001,West,IND-PRD-10167,Clothing,Hankerchief,Hankerchief - Grade Premium,90.0,1,0.05,36.0,3,2018,5,May,Q2,Friday,2018-05,2018-Q2,40.0,90.0,54.0,54.0,High Margin (>20%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-12,BlueDart Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10168,Clothing,Hankerchief,Hankerchief - Grade B,360.0,2,0.05,-12.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,-3.3333333333333335,180.0,372.0,186.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-15,Same Day Delivery,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10169,Clothing,Hankerchief,Hankerchief - Grade A,840.0,2,0.0,216.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,25.71428571428571,420.0,624.0,312.0,High Margin (>20%),No Discount (0%)
B-25656,2018-05-11,2018-05-12,India Post Parcel,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10170,Clothing,Saree,Saree - Grade B,6090.0,2,0.05,1512.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,24.82758620689655,3045.0,4578.0,2289.0,High Margin (>20%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-12,Standard Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10171,Electronics,Electronic Games,Electronic Games - Grade A,9360.0,2,0.0,444.0,1,2018,5,May,Q2,Friday,2018-05,2018-Q2,4.743589743589744,4680.0,8916.0,4458.0,Moderate Margin (0-20%),No Discount (0%)
B-25656,2018-05-11,2018-05-13,Standard Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10172,Clothing,Skirt,Skirt - Grade A,1515.0,9,0.15,216.0,2,2018,5,May,Q2,Friday,2018-05,2018-Q2,14.257425742574256,168.33333333333334,1299.0,144.33333333333334,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25656,2018-05-11,2018-05-15,BlueDart Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10173,Clothing,Saree,Saree - Grade B,20835.0,7,0.25,8160.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,39.16486681065515,2976.4285714285716,12675.0,1810.7142857142858,High Margin (>20%),High Discount (>20%)
B-25656,2018-05-11,2018-05-15,India Post Parcel,IND-CUST-1055,Priyanka,Small Business,India,Pune,Maharashtra,411001,West,IND-PRD-10174,Electronics,Printers,Printers - Grade B,9765.0,5,0.25,2028.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,20.768049155145928,1953.0,7737.0,1547.4,High Margin (>20%),High Discount (>20%)
B-25656,2018-05-11,2018-05-13,Standard Express,IND-CUST-1055,Priyanka,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10175,Clothing,Hankerchief,Hankerchief - Grade A,195.0,3,0.2,-12.0,2,2018,5,May,Q2,Friday,2018-05,2018-Q2,-6.153846153846154,65.0,207.0,69.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25657,2018-05-13,2018-05-16,BlueDart Express,IND-CUST-1056,Tulika,Small Business,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10176,Electronics,Electronic Games,Electronic Games - Grade Premium,15315.0,4,0.1,-576.0,3,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-3.76101860920666,3828.75,15891.0,3972.75,Loss-Making (<0%),Moderate Discount (1-20%)
B-25657,2018-05-13,2018-05-14,BlueDart Express,IND-CUST-1056,Tulika,Corporate,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10177,Clothing,Saree,Saree - Grade Standard,480.0,5,0.15,-264.0,1,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-55.00000000000001,96.0,744.0,148.8,Loss-Making (<0%),Moderate Discount (1-20%)
B-25657,2018-05-13,2018-05-18,BlueDart Express,IND-CUST-1056,Tulika,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10178,Electronics,Phones,Phones - Grade A,4980.0,6,0.0,-516.0,5,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-10.361445783132531,830.0,5496.0,916.0,Loss-Making (<0%),No Discount (0%)
B-25657,2018-05-13,2018-05-14,Standard Express,IND-CUST-1056,Tulika,Corporate,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10179,Furniture,Chairs,Chairs - Grade B,4320.0,4,0.1,-2160.0,1,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-50.0,1080.0,6480.0,1620.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25658,2018-05-14,2018-05-15,BlueDart Express,IND-CUST-1057,Shefali,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10180,Clothing,T-shirt,T-shirt - Grade B,405.0,2,0.05,108.0,1,2018,5,May,Q2,Monday,2018-05,2018-Q2,26.666666666666668,202.5,297.0,148.5,High Margin (>20%),Moderate Discount (1-20%)
B-25659,2018-05-15,2018-05-18,India Post Parcel,IND-CUST-1058,Sanskriti,Corporate,India,Kolkata,West Bengal,700001,East,IND-PRD-10181,Clothing,T-shirt,T-shirt - Grade Premium,2220.0,7,0.05,864.0,3,2018,5,May,Q2,Tuesday,2018-05,2018-Q2,38.91891891891892,317.14285714285717,1356.0,193.71428571428572,High Margin (>20%),Moderate Discount (1-20%)
B-25660,2018-05-16,2018-05-17,Standard Express,IND-CUST-1059,Shruti,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10182,Clothing,Saree,Saree - Grade Standard,3675.0,3,0.15,-936.0,1,2018,5,May,Q2,Wednesday,2018-05,2018-Q2,-25.46938775510204,1225.0,4611.0,1537.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25661,2018-05-17,2018-05-19,Standard Express,IND-CUST-1060,Subhashree,Consumer,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10183,Clothing,Hankerchief,Hankerchief - Grade A,285.0,3,0.0,-180.0,2,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-63.1578947368421,95.0,465.0,155.0,Loss-Making (<0%),No Discount (0%)
B-25661,2018-05-17,2018-05-19,India Post Parcel,IND-CUST-1060,Subhashree,Small Business,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10184,Furniture,Chairs,Chairs - Grade A,3360.0,3,0.05,-972.0,2,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-28.92857142857143,1120.0,4332.0,1444.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25661,2018-05-17,2018-05-21,Standard Express,IND-CUST-1060,Subhashree,Small Business,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10185,Furniture,Chairs,Chairs - Grade Standard,870.0,2,0.2,-504.0,4,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-57.931034482758626,435.0,1374.0,687.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25661,2018-05-17,2018-05-22,Same Day Delivery,IND-CUST-1060,Subhashree,Small Business,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10186,Furniture,Chairs,Chairs - Grade A,2175.0,5,0.0,-1248.0,5,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-57.37931034482758,435.0,3423.0,684.6,Loss-Making (<0%),No Discount (0%)
B-25661,2018-05-17,2018-05-18,BlueDart Express,IND-CUST-1060,Subhashree,Consumer,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10187,Furniture,Chairs,Chairs - Grade Standard,825.0,2,0.05,-396.0,1,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-48.0,412.5,1221.0,610.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25661,2018-05-17,2018-05-18,Standard Express,IND-CUST-1060,Subhashree,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10188,Clothing,Hankerchief,Hankerchief - Grade B,105.0,2,0.2,-12.0,1,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-11.428571428571429,52.5,117.0,58.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25662,2018-05-17,2018-05-20,Same Day Delivery,IND-CUST-1061,Sweta,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10189,Clothing,T-shirt,T-shirt - Grade Standard,360.0,2,0.1,-24.0,3,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-6.666666666666667,180.0,384.0,192.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25662,2018-05-17,2018-05-19,Standard Express,IND-CUST-1061,Sweta,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10190,Electronics,Electronic Games,Electronic Games - Grade A,1290.0,1,0.1,-252.0,2,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-19.53488372093023,1290.0,1542.0,1542.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25662,2018-05-17,2018-05-22,BlueDart Express,IND-CUST-1061,Sweta,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10191,Furniture,Furnishings,Furnishings - Grade Standard,5775.0,11,0.0,-924.0,5,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-16.0,525.0,6699.0,609.0,Loss-Making (<0%),No Discount (0%)
B-25663,2018-05-19,2018-05-23,Standard Express,IND-CUST-1062,Pournamasi,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10192,Electronics,Printers,Printers - Grade Premium,4410.0,2,0.05,1656.0,4,2018,5,May,Q2,Saturday,2018-05,2018-Q2,37.55102040816327,2205.0,2754.0,1377.0,High Margin (>20%),Moderate Discount (1-20%)
B-25664,2018-05-20,2018-05-22,BlueDart Express,IND-CUST-1063,Pratyusmita,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10193,Electronics,Phones,Phones - Grade B,6660.0,4,0.2,-2400.0,2,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-36.03603603603604,1665.0,9060.0,2265.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25664,2018-05-20,2018-05-24,Standard Express,IND-CUST-1063,Pratyusmita,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10194,Electronics,Phones,Phones - Grade B,11775.0,2,0.1,624.0,4,2018,5,May,Q2,Sunday,2018-05,2018-Q2,5.2993630573248405,5887.5,11151.0,5575.5,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25664,2018-05-20,2018-05-23,Standard Express,IND-CUST-1063,Pratyusmita,Small Business,India,Patna,Bihar,400001,East,IND-PRD-10195,Electronics,Phones,Phones - Grade Standard,3870.0,2,0.1,-324.0,3,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-8.372093023255815,1935.0,4194.0,2097.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25664,2018-05-20,2018-05-23,India Post Parcel,IND-CUST-1063,Pratyusmita,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10196,Furniture,Bookcases,Bookcases - Grade A,1245.0,1,0.0,-576.0,3,2018,5,May,Q2,Sunday,2018-05,2018-Q2,-46.265060240963855,1245.0,1821.0,1821.0,Loss-Making (<0%),No Discount (0%)
B-25665,2018-05-21,2018-05-22,Standard Express,IND-CUST-1064,Chayanika,Consumer,India,Thiruvananthapuram,Kerala,400001,Central,IND-PRD-10197,Electronics,Accessories,Accessories - Grade Premium,2490.0,4,0.0,-1356.0,1,2018,5,May,Q2,Monday,2018-05,2018-Q2,-54.45783132530121,622.5,3846.0,961.5,Loss-Making (<0%),No Discount (0%)
B-25666,2018-05-22,2018-05-27,BlueDart Express,IND-CUST-1065,Tanvi,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10198,Electronics,Electronic Games,Electronic Games - Grade B,14010.0,7,0.25,-10992.0,5,2018,5,May,Q2,Tuesday,2018-05,2018-Q2,-78.45824411134905,2001.4285714285713,25002.0,3571.714285714286,Loss-Making (<0%),High Discount (>20%)
B-25667,2018-05-23,2018-05-27,Standard Express,IND-CUST-1066,Anjali,Small Business,India,Chandigarh,Haryana,400001,North,IND-PRD-10199,Clothing,Hankerchief,Hankerchief - Grade B,165.0,4,0.05,-24.0,4,2018,5,May,Q2,Wednesday,2018-05,2018-Q2,-14.545454545454545,41.25,189.0,47.25,Loss-Making (<0%),Moderate Discount (1-20%)
B-25667,2018-05-23,2018-05-25,Same Day Delivery,IND-CUST-1066,Anjali,Consumer,India,Chandigarh,Haryana,400001,North,IND-PRD-10200,Clothing,Skirt,Skirt - Grade A,615.0,5,0.1,72.0,2,2018,5,May,Q2,Wednesday,2018-05,2018-Q2,11.707317073170733,123.0,543.0,108.6,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25667,2018-05-23,2018-05-26,Standard Express,IND-CUST-1066,Anjali,Consumer,India,Chandigarh,Haryana,400001,North,IND-PRD-10201,Clothing,Saree,Saree - Grade A,5160.0,3,0.0,-408.0,3,2018,5,May,Q2,Wednesday,2018-05,2018-Q2,-7.906976744186046,1720.0,5568.0,1856.0,Loss-Making (<0%),No Discount (0%)
B-25667,2018-05-23,2018-05-24,India Post Parcel,IND-CUST-1066,Anjali,Corporate,India,Chandigarh,Haryana,400001,North,IND-PRD-10202,Electronics,Printers,Printers - Grade Premium,15450.0,8,0.1,2472.0,1,2018,5,May,Q2,Wednesday,2018-05,2018-Q2,16.0,1931.25,12978.0,1622.25,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25667,2018-05-23,2018-05-24,BlueDart Express,IND-CUST-1066,Anjali,Corporate,India,Chandigarh,Haryana,400001,North,IND-PRD-10203,Furniture,Bookcases,Bookcases - Grade Standard,7740.0,4,0.25,828.0,1,2018,5,May,Q2,Wednesday,2018-05,2018-Q2,10.69767441860465,1935.0,6912.0,1728.0,Moderate Margin (0-20%),High Discount (>20%)
B-25668,2018-05-24,2018-05-28,Standard Express,IND-CUST-1067,Rhea,Consumer,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10204,Furniture,Furnishings,Furnishings - Grade A,1845.0,3,0.1,204.0,4,2018,5,May,Q2,Thursday,2018-05,2018-Q2,11.05691056910569,615.0,1641.0,547.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25669,2018-05-25,2018-05-28,Standard Express,IND-CUST-1068,Piyali,Corporate,India,Gangtok,Sikkim,400001,Central,IND-PRD-10205,Furniture,Tables,Tables - Grade Standard,9150.0,2,0.0,-792.0,3,2018,5,May,Q2,Friday,2018-05,2018-Q2,-8.655737704918034,4575.0,9942.0,4971.0,Loss-Making (<0%),No Discount (0%)
B-25670,2018-05-25,2018-05-30,Standard Express,IND-CUST-1069,Charika,Corporate,India,Goa,Goa,400001,West,IND-PRD-10206,Clothing,Stole,Stole - Grade Premium,1110.0,3,0.1,348.0,5,2018,5,May,Q2,Friday,2018-05,2018-Q2,31.351351351351354,370.0,762.0,254.0,High Margin (>20%),Moderate Discount (1-20%)
B-25670,2018-05-25,2018-05-28,BlueDart Express,IND-CUST-1069,Charika,Corporate,India,Goa,Goa,400001,West,IND-PRD-10207,Clothing,Hankerchief,Hankerchief - Grade Standard,360.0,2,0.15,12.0,3,2018,5,May,Q2,Friday,2018-05,2018-Q2,3.3333333333333335,180.0,348.0,174.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25670,2018-05-25,2018-05-29,Standard Express,IND-CUST-1069,Charika,Consumer,India,Goa,Goa,400001,West,IND-PRD-10208,Clothing,Hankerchief,Hankerchief - Grade B,210.0,1,0.05,24.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,11.428571428571429,210.0,186.0,186.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25670,2018-05-25,2018-05-29,Same Day Delivery,IND-CUST-1069,Charika,Small Business,India,Goa,Goa,400001,West,IND-PRD-10209,Furniture,Bookcases,Bookcases - Grade Standard,9840.0,2,0.2,-432.0,4,2018,5,May,Q2,Friday,2018-05,2018-Q2,-4.390243902439024,4920.0,10272.0,5136.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25671,2018-05-27,2018-05-30,Standard Express,IND-CUST-1070,Mitali,Consumer,India,Kohima,Nagaland,400001,Central,IND-PRD-10210,Clothing,Trousers,Trousers - Grade Premium,12480.0,3,0.1,0.0,3,2018,5,May,Q2,Sunday,2018-05,2018-Q2,0.0,4160.0,12480.0,4160.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25672,2018-05-28,2018-06-01,Standard Express,IND-CUST-1071,Akanksha,Consumer,India,Hyderabad,Andhra Pradesh,500001,South,IND-PRD-10211,Clothing,Stole,Stole - Grade Premium,405.0,1,0.2,-180.0,4,2018,5,May,Q2,Monday,2018-05,2018-Q2,-44.44444444444444,405.0,585.0,585.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25673,2018-05-28,2018-05-31,BlueDart Express,IND-CUST-1072,Arsheen,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10212,Clothing,Saree,Saree - Grade Premium,2145.0,5,0.1,-1488.0,3,2018,5,May,Q2,Monday,2018-05,2018-Q2,-69.37062937062936,429.0,3633.0,726.6,Loss-Making (<0%),Moderate Discount (1-20%)
B-25673,2018-05-28,2018-05-30,BlueDart Express,IND-CUST-1072,Arsheen,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10213,Clothing,Saree,Saree - Grade Standard,660.0,5,0.0,-204.0,2,2018,5,May,Q2,Monday,2018-05,2018-Q2,-30.909090909090907,132.0,864.0,172.8,Loss-Making (<0%),No Discount (0%)
B-25673,2018-05-28,2018-05-31,Standard Express,IND-CUST-1072,Arsheen,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10214,Clothing,Shirt,Shirt - Grade B,675.0,4,0.05,-24.0,3,2018,5,May,Q2,Monday,2018-05,2018-Q2,-3.5555555555555554,168.75,699.0,174.75,Loss-Making (<0%),Moderate Discount (1-20%)
B-25673,2018-05-28,2018-05-31,Standard Express,IND-CUST-1072,Arsheen,Corporate,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10215,Clothing,Saree,Saree - Grade A,240.0,1,0.0,-12.0,3,2018,5,May,Q2,Monday,2018-05,2018-Q2,-5.0,240.0,252.0,252.0,Loss-Making (<0%),No Discount (0%)
B-25673,2018-05-28,2018-06-01,Standard Express,IND-CUST-1072,Arsheen,Consumer,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10216,Clothing,T-shirt,T-shirt - Grade B,555.0,3,0.2,-60.0,4,2018,5,May,Q2,Monday,2018-05,2018-Q2,-10.81081081081081,185.0,615.0,205.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25674,2018-05-28,2018-06-01,BlueDart Express,IND-CUST-1073,Mahima,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10217,Clothing,Skirt,Skirt - Grade Standard,255.0,5,0.15,-144.0,4,2018,5,May,Q2,Monday,2018-05,2018-Q2,-56.470588235294116,51.0,399.0,79.8,Loss-Making (<0%),Moderate Discount (1-20%)
B-25675,2018-05-31,2018-06-01,BlueDart Express,IND-CUST-1074,Shreya,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10218,Clothing,Saree,Saree - Grade Standard,13935.0,9,0.1,-1116.0,1,2018,5,May,Q2,Thursday,2018-05,2018-Q2,-8.008611410118407,1548.3333333333333,15051.0,1672.3333333333333,Loss-Making (<0%),Moderate Discount (1-20%)
B-25676,2018-06-01,2018-06-02,BlueDart Express,IND-CUST-1075,Chandni,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10219,Electronics,Electronic Games,Electronic Games - Grade A,5130.0,4,0.05,-1236.0,1,2018,6,Jun,Q2,Friday,2018-06,2018-Q2,-24.09356725146199,1282.5,6366.0,1591.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25676,2018-06-01,2018-06-03,Same Day Delivery,IND-CUST-1075,Chandni,Small Business,India,Jaipur,Rajasthan,302001,North,IND-PRD-10220,Clothing,Trousers,Trousers - Grade Standard,18945.0,5,0.0,-672.0,2,2018,6,Jun,Q2,Friday,2018-06,2018-Q2,-3.5471100554235946,3789.0,19617.0,3923.4,Loss-Making (<0%),No Discount (0%)
B-25676,2018-06-01,2018-06-02,Same Day Delivery,IND-CUST-1075,Chandni,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10221,Furniture,Tables,Tables - Grade Premium,10110.0,2,0.15,-2244.0,1,2018,6,Jun,Q2,Friday,2018-06,2018-Q2,-22.19584569732938,5055.0,12354.0,6177.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25676,2018-06-01,2018-06-04,BlueDart Express,IND-CUST-1075,Chandni,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10222,Clothing,Shirt,Shirt - Grade Premium,480.0,3,0.05,72.0,3,2018,6,Jun,Q2,Friday,2018-06,2018-Q2,15.0,160.0,408.0,136.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25676,2018-06-01,2018-06-05,Same Day Delivery,IND-CUST-1075,Chandni,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10223,Clothing,Shirt,Shirt - Grade Premium,1185.0,4,0.0,432.0,4,2018,6,Jun,Q2,Friday,2018-06,2018-Q2,36.45569620253165,296.25,753.0,188.25,High Margin (>20%),No Discount (0%)
